226	4
227	3
228	10
229	5
230	6
231	11
232	2
233	8
234	3
235	3
236	1
237	2
238	0
239	3
240	10
241	7
242	12
243	6
244	7
245	1
246	1
247	5
248	12
249	7
250	2
251	1
252	8
253	7
254	2
255	3
256	0
257	12
258	7
259	8
260	5
261	10
262	12
263	9
264	5
265	4
266	4
267	8
268	11
269	2
270	3
271	1
272	2
273	12
274	10
275	10
276	1
277	5
278	12
279	10
280	1
281	0
282	10
283	5
284	5
285	7
286	3
287	10
288	5
289	12
290	5
291	7
292	4
293	9
294	3
295	5
296	9
297	7
298	1
299	10
1645	9
1646	7
1647	11
1648	9
1649	5
1949	11
2326	12
2327	9
2328	0
2329	10
2330	11
2331	0
2332	1
2333	12
2334	3
2335	9
2336	2
2337	12
2338	12
2339	7
2340	10
2341	10
2342	12
2343	8
2344	9
2345	6
2346	9
2347	10
2348	0
2349	8
2350	2
2351	1
2352	4
2353	8
2354	3
2355	8
2356	2
2357	9
2358	10
2359	11
2360	10
2361	12
2362	1
2363	4
2364	11
2365	7
2366	3
2367	12
2368	3
2369	11
2370	7
2371	9
2372	3
2373	10
2374	4
2375	10
2376	7
2377	11
2378	4
2379	5
2380	8
2381	10
2382	7
2383	11
2384	6
2385	10
2386	5
2387	9
2388	7
2389	3
2390	12
2391	2
2392	0
2393	6
2394	10
2395	8
2396	9
2397	7
2398	1
2399	0
2474	12
2549	3
2697	5
2698	12
2699	9
2849	0
2851	9
2852	7
2853	5
2854	3
2855	4
2856	11
2857	6
2858	5
2859	9
2860	6
2861	1
2862	10
2863	12
2864	9
2865	9
2866	9
2867	9
2868	7
2869	1
2870	0
2871	12
2872	12
2873	0
2874	3
2875	4
2876	0
2877	1
2878	11
2879	2
2880	2
2881	3
2882	4
2883	12
2884	11
2885	8
2886	8
2887	2
2888	3
2889	8
2890	8
2891	6
2892	0
2893	5
2894	6
2895	7
2896	10
2897	5
2898	11
2899	7
2900	1
2901	8
2902	9
2903	1
2904	1
2905	5
2906	1
2907	6
2908	9
2909	10
2910	11
2911	0
2912	2
2913	8
2914	11
2915	3
2916	10
2917	12
2918	1
2919	4
2920	11
2921	10
2922	3
