2851	11
2852	9
2853	9
2854	1
2855	11
2856	12
2857	9
2858	9
2859	8
2860	5
2861	11
2862	3
2863	12
142	12
143	1
144	9
145	3
146	2
147	4
148	0
149	4
226	6
227	12
228	7
229	1
230	0
231	2
232	11
233	9
234	4
235	2
236	5
237	10
238	1
239	8
240	7
241	2
242	9
243	9
244	9
245	12
246	4
247	4
248	11
249	6
250	11
251	8
252	1
253	9
254	3
255	10
256	12
257	4
258	0
259	8
260	10
261	1
262	11
263	9
264	3
265	3
266	10
267	5
268	0
269	2
270	5
271	8
272	12
273	6
274	11
275	10
276	7
277	10
278	4
279	9
280	8
281	11
282	5
283	3
284	8
285	8
286	4
287	8
288	3
289	11
290	9
291	5
292	10
2341	6
2342	3
2343	4
2344	5
2345	2
2346	9
2347	6
2348	11
2349	10
2350	3
2351	2
2352	11
2353	11
2354	6
2355	5
2356	2
2357	2
2358	8
2359	8
2360	11
2361	12
2362	6
2363	4
2364	12
2365	8
2366	3
2367	2
2368	10
2369	5
2370	8
2371	5
2372	11
2373	12
2374	12
2375	4
2376	12
2377	6
2378	11
2379	7
2380	8
2381	7
2382	9
2383	7
2384	6
2385	1
2386	9
2387	5
2388	4
2389	9
2390	8
2391	8
2392	0
336	2
2394	9
2395	2
339	11
340	11
341	10
342	7
343	5
344	1
345	3
346	7
347	3
348	9
349	11
350	0
351	1
352	4
353	4
354	2
355	8
356	1
357	6
358	4
359	5
360	10
361	11
362	6
363	8
364	4
365	7
366	3
367	1
368	7
369	11
370	4
371	7
372	5
373	1
374	10
2626	0
2627	8
2628	1
2629	9
2630	1
2631	2
2632	7
2633	4
2634	4
2635	11
2636	1
2637	7
2638	4
2639	6
2640	5
2641	3
2642	9
2643	3
2644	5
2645	4
2646	4
2647	2
2648	5
2649	0
2650	0
2651	12
2652	4
2653	1
2654	0
2655	3
2656	9
2657	6
2658	2
2659	8
2660	2
2661	10
2662	10
2663	12
2664	5
2665	5
2666	2
2667	3
2668	10
2669	6
2670	10
2671	10
2672	8
2673	9
2674	2
2675	11
2676	5
2677	1
2678	5
2679	9
2680	3
2681	0
2682	9
2683	2
2684	9
2685	4
2686	5
2687	0
2688	5
2689	2
2690	11
2691	11
2692	4
2693	0
2694	5
2695	2
2696	7
2697	9
2698	7
2699	2
751	3
752	5
753	8
754	4
755	10
756	10
757	6
758	3
759	2
760	4
761	6
762	9
763	5
764	12
765	6
766	10
767	5
768	0
769	1
770	10
771	2
772	11
773	11
774	11
775	10
776	12
777	3
778	8
779	3
780	5
781	9
782	10
783	11
784	12
785	11
786	11
787	12
788	1
789	6
790	6
791	6
792	2
793	9
794	5
795	10
796	5
797	6
798	4
799	11
800	3
801	5
802	1
803	4
804	1
805	7
806	4
807	0
808	0
809	10
810	11
811	7
812	3
813	11
814	9
815	10
816	12
817	8
818	1
819	3
820	12
821	0
822	5
823	6
824	12
2864	9
2865	7
2866	12
2867	11
2868	3
2869	10
2870	11
2871	2
2872	6
2873	7
2874	10
2875	9
2876	4
2877	8
2878	6
2879	4
2880	8
2881	0
2882	10
2883	1
2884	3
2885	6
2886	0
2887	8
2888	2
2889	10
2890	2
2891	11
2892	6
2893	1
2894	8
2895	5
2896	10
2897	9
2898	7
2899	0
2900	7
2901	4
2902	10
2903	12
2904	6
2905	10
2906	6
2907	6
2908	8
2909	8
2910	7
2911	10
2912	7
2913	11
2914	1
2915	4
2916	1
2917	6
2918	4
2919	4
2920	6
2921	6
2922	8
2326	1
2327	7
2328	4
293	4
2329	10
294	9
2330	0
295	10
2331	10
296	0
2332	5
297	6
2333	9
298	7
2334	8
299	11
2335	0
2336	9
301	3
2337	10
302	11
2338	8
303	8
2339	6
304	12
2340	9
305	10
306	0
307	12
308	10
309	3
310	12
311	10
312	1
313	5
314	1
315	4
316	5
317	9
318	5
319	6
320	2
321	12
322	11
323	0
324	1
325	6
326	9
327	0
328	0
329	6
330	10
331	5
332	11
333	0
334	6
335	2
337	0
338	7
2393	6
2396	12
2397	10
2398	7
2399	10
2849	12
