1124	9
1651	9
1652	3
1653	2
1654	7
1655	9
1656	12
1657	8
1658	9
1659	12
1660	11
1661	3
1662	8
1663	0
1664	12
1665	1
1666	9
1667	9
1668	5
1669	8
1670	1
1671	3
1672	12
1673	5
1674	7
1675	5
1676	6
1677	5
142	5
143	1
144	2
145	4
146	1
147	6
148	1
149	12
1678	1
1679	3
1680	1
1681	10
1682	8
1683	10
1684	5
1685	2
1686	12
1687	12
1688	1
1689	10
1690	1
1691	9
1692	3
1693	6
1694	5
1695	8
1696	4
1697	1
1698	9
1699	6
1700	8
1701	6
1702	2
1703	3
1704	9
1705	12
1706	0
1707	2
1708	1
1709	0
1710	9
1711	7
1712	2
1713	6
1714	10
1715	11
1716	1
1717	6
1718	4
1719	8
1720	1
1721	5
1722	1
1723	6
1724	10
751	5
752	4
753	5
754	10
755	10
756	10
757	9
758	6
759	3
760	9
761	12
762	9
763	2
764	3
765	3
766	7
767	11
768	8
769	8
770	9
771	10
772	11
773	5
774	11
775	10
776	7
777	1
778	3
779	2
780	6
781	7
782	10
783	3
784	12
785	8
786	9
787	8
788	10
789	8
790	4
791	1
792	5
793	8
794	7
795	2
796	11
797	9
798	3
799	8
800	10
801	7
802	9
803	6
804	8
805	6
806	2
807	12
808	3
809	12
810	11
811	2
812	1
813	9
814	8
815	2
816	0
817	1
818	4
819	0
820	1
821	3
822	3
823	0
824	11
2549	2
