301	3
302	0
303	12
304	11
305	5
306	10
307	0
308	2
309	11
310	6
311	3
312	9
313	11
314	10
315	10
316	9
317	6
318	9
319	2
320	9
321	12
322	1
323	10
324	6
325	11
326	8
327	4
328	6
329	1
330	4
331	7
332	5
333	9
334	1
335	2
336	10
337	8
338	11
339	12
340	4
341	11
342	5
343	5
344	3
345	10
346	1
347	7
348	4
349	5
350	10
351	0
352	8
353	2
354	5
355	6
356	8
357	8
358	1
359	8
360	6
361	6
362	1
363	6
364	2
365	6
366	4
367	4
368	5
369	12
370	1
371	9
372	3
373	10
374	2
1351	0
1352	12
1353	11
1354	0
1355	1
1356	0
1357	6
1358	12
1359	10
1360	0
1361	1
1362	11
1363	2
1364	12
1365	8
1366	6
1367	11
1368	12
1369	9
1370	12
1371	6
1372	11
1373	6
1374	5
1375	10
1376	0
1377	11
1378	7
1379	2
1380	7
1381	8
1382	3
1383	6
1384	3
1385	3
1386	4
1387	0
1388	5
1389	4
1390	9
1391	1
1392	10
1393	8
1394	3
1395	11
1396	10
1397	0
1398	5
1399	0
1400	9
1401	5
1402	1
1403	10
1404	9
1405	0
1406	10
1407	8
1408	1
1409	9
1410	11
1411	8
1412	5
1413	10
1414	4
1415	1
1416	12
1417	8
1418	9
1419	7
1420	5
1421	11
1422	1
1423	1
1424	8
1499	2
2326	4
2327	4
2328	9
2329	2
2330	4
2331	1
2332	6
2333	10
2334	12
2335	6
2336	12
2337	7
2338	2
2339	0
2340	12
2341	0
2342	12
2343	8
2344	8
2345	7
2346	6
2347	6
2348	8
2349	5
2350	6
2351	12
2352	3
2353	7
2354	4
2355	6
2356	2
2357	5
2358	1
2359	11
2360	3
2361	4
2362	9
2363	6
2364	0
2365	11
2366	7
2367	7
2368	2
2369	7
2370	3
2371	4
2372	11
2373	4
2374	5
2375	0
2376	7
2377	11
2378	9
2379	0
2380	10
2381	8
2382	2
2383	3
2384	1
2385	10
2386	7
2387	12
2388	6
2389	11
2390	6
2391	1
2392	8
2393	2
2394	10
2395	8
2396	9
2397	0
2398	10
2399	12
2549	11
2697	1
2698	9
2699	0
